   0.0000000e+00   2.0000000e+00   8.0000000e+00   0.0000000e+00   2.0000000e+00   4.0000000e+00  -2.0000000e-01
   1.0000000e-02   2.0001100e+00   8.0000000e+00   0.0000000e+00   2.0000000e+00   4.0000000e+00  -2.0000000e-01
   2.0000000e-02   2.0004398e+00   8.0000001e+00   5.4226816e-04   2.0002155e+00   3.9999563e+00  -1.9982616e-01
   3.0000000e-02   2.0009896e+00   8.0000007e+00   1.6265882e-03   2.0006483e+00   3.9998688e+00  -1.9947686e-01
   4.0000000e-02   2.0017593e+00   8.0000026e+00   3.2525274e-03   2.0013002e+00   3.9997372e+00  -1.9895027e-01
   5.0000000e-02   2.0027488e+00   8.0000070e+00   5.4194355e-03   2.0021729e+00   3.9995615e+00  -1.9824427e-01
   6.0000000e-02   2.0039582e+00   8.0000152e+00   8.1264438e-03   2.0032685e+00   3.9993419e+00  -1.9735651e-01
   7.0000000e-02   2.0053875e+00   8.0000292e+00   1.1372463e-02   2.0045888e+00   3.9990787e+00  -1.9628432e-01
   8.0000000e-02   2.0070365e+00   8.0000511e+00   1.5156183e-02   2.0061360e+00   3.9987720e+00  -1.9502478e-01
   9.0000000e-02   2.0089053e+00   8.0000836e+00   1.9476066e-02   2.0079122e+00   3.9984225e+00  -1.9357463e-01
   1.0000000e-01   2.0109936e+00   8.0001294e+00   2.4330351e-02   2.0099197e+00   3.9980307e+00  -1.9193031e-01
   1.1000000e-01   2.0133014e+00   8.0001919e+00   2.9717042e-02   2.0121609e+00   3.9975973e+00  -1.9008795e-01
   1.2000000e-01   2.0158285e+00   8.0002746e+00   3.5633911e-02   2.0146383e+00   3.9971233e+00  -1.8804334e-01
   1.3000000e-01   2.0185746e+00   8.0003815e+00   4.2078491e-02   2.0173545e+00   3.9966095e+00  -1.8579190e-01
   1.4000000e-01   2.0215394e+00   8.0005168e+00   4.9048073e-02   2.0203123e+00   3.9960574e+00  -1.8332872e-01
   1.5000000e-01   2.0247226e+00   8.0006851e+00   5.6539701e-02   2.0235147e+00   3.9954680e+00  -1.8064852e-01
   1.6000000e-01   2.0281236e+00   8.0008915e+00   6.4550166e-02   2.0269647e+00   3.9948431e+00  -1.7774565e-01
   1.7000000e-01   2.0317419e+00   8.0011410e+00   7.3076002e-02   2.0306656e+00   3.9941842e+00  -1.7461407e-01
   1.8000000e-01   2.0355768e+00   8.0014393e+00   8.2113482e-02   2.0346207e+00   3.9934934e+00  -1.7124736e-01
   1.9000000e-01   2.0396275e+00   8.0017924e+00   9.1658610e-02   2.0388336e+00   3.9927726e+00  -1.6763869e-01
   2.0000000e-01   2.0438931e+00   8.0022062e+00   1.0170712e-01   2.0433081e+00   3.9920243e+00  -1.6378086e-01
   2.1000000e-01   2.0483723e+00   8.0026875e+00   1.1225446e-01   2.0480480e+00   3.9912509e+00  -1.5966623e-01
   2.2000000e-01   2.0530641e+00   8.0032428e+00   1.2329579e-01   2.0530575e+00   3.9904555e+00  -1.5528676e-01
   2.3000000e-01   2.0579668e+00   8.0038793e+00   1.3482600e-01   2.0583408e+00   3.9896409e+00  -1.5063401e-01
   2.4000000e-01   2.0630788e+00   8.0046043e+00   1.4683966e-01   2.0639023e+00   3.9888108e+00  -1.4569911e-01
   2.5000000e-01   2.0683983e+00   8.0054253e+00   1.5933105e-01   2.0697465e+00   3.9879688e+00  -1.4047278e-01
   2.6000000e-01   2.0739231e+00   8.0063501e+00   1.7229414e-01   2.0758783e+00   3.9871190e+00  -1.3494536e-01
   2.7000000e-01   2.0796510e+00   8.0073868e+00   1.8572258e-01   2.0823025e+00   3.9862658e+00  -1.2910675e-01
   2.8000000e-01   2.0855791e+00   8.0085436e+00   1.9960971e-01   2.0890241e+00   3.9854142e+00  -1.2294650e-01
   2.9000000e-01   2.0917048e+00   8.0098289e+00   2.1394853e-01   2.0960483e+00   3.9845693e+00  -1.1645375e-01
   3.0000000e-01   2.0980247e+00   8.0112514e+00   2.2873174e-01   2.1033803e+00   3.9837370e+00  -1.0961727e-01
   3.1000000e-01   2.1045355e+00   8.0128198e+00   2.4395168e-01   2.1110254e+00   3.9829233e+00  -1.0242549e-01
   3.2000000e-01   2.1112332e+00   8.0145430e+00   2.5960036e-01   2.1189890e+00   3.9821351e+00  -9.4866504e-02
   3.3000000e-01   2.1181137e+00   8.0164300e+00   2.7566946e-01   2.1272766e+00   3.9813797e+00  -8.6928113e-02
   3.4000000e-01   2.1251726e+00   8.0184901e+00   2.9215030e-01   2.1358935e+00   3.9806648e+00  -7.8597845e-02
   3.5000000e-01   2.1324050e+00   8.0207324e+00   3.0903388e-01   2.1448451e+00   3.9799990e+00  -6.9862996e-02
   3.6000000e-01   2.1398057e+00   8.0231662e+00   3.2631083e-01   2.1541367e+00   3.9793915e+00  -6.0710674e-02
   3.7000000e-01   2.1473691e+00   8.0258007e+00   3.4397143e-01   2.1637735e+00   3.9788519e+00  -5.1127844e-02
   3.8000000e-01   2.1550892e+00   8.0286454e+00   3.6200564e-01   2.1737606e+00   3.9783910e+00  -4.1101383e-02
