   0.0000000e+00   2.6500000e+00   9.3140354e+00   5.1000000e+00   7.6168298e+00
   1.0000000e-02   2.6501100e+00   9.3139798e+00   5.1000000e+00   7.6168298e+00
   2.0000000e-02   2.6504398e+00   9.3138130e+00   5.1002155e+00   7.6166461e+00
   3.0000000e-02   2.6509896e+00   9.3135350e+00   5.1006483e+00   7.6162773e+00
   4.0000000e-02   2.6517593e+00   9.3131457e+00   5.1013002e+00   7.6157218e+00
   5.0000000e-02   2.6527488e+00   9.3126451e+00   5.1021729e+00   7.6149779e+00
   6.0000000e-02   2.6539582e+00   9.3120330e+00   5.1032685e+00   7.6140441e+00
   7.0000000e-02   2.6553875e+00   9.3113093e+00   5.1045888e+00   7.6129185e+00
   8.0000000e-02   2.6570365e+00   9.3104739e+00   5.1061360e+00   7.6115993e+00
   9.0000000e-02   2.6589053e+00   9.3095266e+00   5.1079122e+00   7.6100844e+00
   1.0000000e-01   2.6609936e+00   9.3084673e+00   5.1099197e+00   7.6083719e+00
   1.1000000e-01   2.6633014e+00   9.3072958e+00   5.1121609e+00   7.6064596e+00
   1.2000000e-01   2.6658285e+00   9.3060119e+00   5.1146383e+00   7.6043452e+00
   1.3000000e-01   2.6685746e+00   9.3046155e+00   5.1173545e+00   7.6020261e+00
   1.4000000e-01   2.6715394e+00   9.3031065e+00   5.1203123e+00   7.5994999e+00
   1.5000000e-01   2.6747226e+00   9.3014846e+00   5.1235147e+00   7.5967638e+00
   1.6000000e-01   2.6781236e+00   9.2997498e+00   5.1269647e+00   7.5938150e+00
   1.7000000e-01   2.6817419e+00   9.2979019e+00   5.1306656e+00   7.5906503e+00
   1.8000000e-01   2.6855768e+00   9.2959410e+00   5.1346207e+00   7.5872667e+00
   1.9000000e-01   2.6896275e+00   9.2938670e+00   5.1388336e+00   7.5836607e+00
   2.0000000e-01   2.6938931e+00   9.2916800e+00   5.1433081e+00   7.5798289e+00
   2.1000000e-01   2.6983723e+00   9.2893800e+00   5.1480480e+00   7.5757674e+00
   2.2000000e-01   2.7030641e+00   9.2869673e+00   5.1530575e+00   7.5714725e+00
   2.3000000e-01   2.7079668e+00   9.2844420e+00   5.1583408e+00   7.5669401e+00
   2.4000000e-01   2.7130788e+00   9.2818045e+00   5.1639023e+00   7.5621659e+00
   2.5000000e-01   2.7183983e+00   9.2790552e+00   5.1697465e+00   7.5571455e+00
   2.6000000e-01   2.7239231e+00   9.2761946e+00   5.1258783e+00   7.5947437e+00
   2.7000000e-01   2.7296510e+00   9.2732235e+00   5.1323025e+00   7.5892501e+00
   2.8000000e-01   2.7355791e+00   9.2701425e+00   5.1390241e+00   7.5834976e+00
   2.9000000e-01   2.7417048e+00   9.2669525e+00   5.1460483e+00   7.5774812e+00
   3.0000000e-01   2.7480247e+00   9.2636547e+00   5.1533803e+00   7.5711957e+00
   3.1000000e-01   2.7545355e+00   9.2602502e+00   5.1610254e+00   7.5646359e+00
   3.2000000e-01   2.7612332e+00   9.2567404e+00   5.1689890e+00   7.5577964e+00
   3.3000000e-01   2.7681137e+00   9.2531268e+00   5.1772766e+00   7.5506719e+00
   3.4000000e-01   2.7751726e+00   9.2494112e+00   5.1858935e+00   7.5432567e+00
   3.5000000e-01   2.7824050e+00   9.2455955e+00   5.1948451e+00   7.5355456e+00
   3.6000000e-01   2.7898057e+00   9.2416818e+00   5.2041367e+00   7.5275329e+00
   3.7000000e-01   2.7973691e+00   9.2376725e+00   5.2137735e+00   7.5192133e+00
   3.8000000e-01   2.8050892e+00   9.2335701e+00   5.2237606e+00   7.5105816e+00
   3.9000000e-01   2.8129596e+00   9.2293774e+00   5.2341026e+00   7.5016325e+00
   4.0000000e-01   2.8209737e+00   9.2250974e+00   5.2448040e+00   7.4923610e+00
   4.1000000e-01   2.8291242e+00   9.2207334e+00   5.2558690e+00   7.4827626e+00
   4.2000000e-01   2.8374037e+00   9.2162889e+00   5.2673014e+00   7.4728328e+00
   4.3000000e-01   2.8458042e+00   9.2117676e+00   5.2791042e+00   7.4625676e+00
   4.4000000e-01   2.8543173e+00   9.2071736e+00   5.2912801e+00   7.4519635e+00
   4.5000000e-01   2.8129343e+00   9.2293909e+00   5.3038311e+00   7.4410176e+00
   4.6000000e-01   2.8216461e+00   9.2247378e+00   5.3167582e+00   7.4297276e+00
   4.7000000e-01   2.8304432e+00   9.2200261e+00   5.2800619e+00   7.4617340e+00
   4.8000000e-01   2.8393158e+00   9.2152608e+00   5.2937415e+00   7.4498181e+00
   4.9000000e-01   2.8482537e+00   9.2104470e+00   5.3077953e+00   7.4375572e+00
   5.0000000e-01   2.8572463e+00   9.2055901e+00   5.3222204e+00   7.4249523e+00
